;target;text;chars;word_count;hash_count;punctuation_count;punctuation;uppercase
303;neutral;the pics i just uploaded are the baby pics of my cats missy is now an adult and a pretty little kitty but batty is in kitten heaven now;137;29;0;2;['.', ','];4
304;positive; i saw the play of it here it was amazing;42;10;0;1;[','];1
305;positive; i am glad to break my twitter virginity with you two;56;12;0;1;['.'];0
306;negative;dinner with the fam i have missed them;41;8;0;3;['.', '.', '.'];2
307;neutral;live thats what i want more the better bound to be a few bad eggs though but they will soon learn;103;21;0;5;['`', '.', '.', ',', '.'];5
308;neutral;hell yeah kellynn got a twitter finally;41;7;0;2;['.', '.'];4
309;positive; i know it was worth a shot though;38;8;0;2;[',', '!'];2
310;positive;just opened a facebook account im a little confused i dont really get it twitter seems much better;102;18;0;4;[',', '`', '`', '.'];4
311;negative;ship im stuck;16;3;0;3;['.', '`', '.'];2
312;positive;dustbin baby on at cannot wait x;39;8;0;1;['.'];16
313;negative; not going to dwell on it it happened its passed just a shame as he was so supportive such is life x;107;22;0;6;['.', ',', '`', '.', '!', '!'];4
314;neutral;nan;3;1;0;0;[];0
315;neutral;it looks like the office tv does get mlb network and it looks like mlbn will not be televising the detbal game today ;130;24;1;4;['.', '.', '.', '/'];24
316;neutral;home empty handed no comics found today i shall now indulge in my cupcakes from magnolia bakery;100;17;0;3;['.', '.', '.'];5
317;negative;laying in bed til workkk oh the life definitely pinched a nerve;68;12;0;5;['.', '.', '.', '.', '.'];3
318;negative;today is a busy day exhausting;32;6;0;2;['.', '!'];0
319;neutral; i was going to go on sunday but now ive got too much going on that weekend;77;17;0;2;[',', '`'];3
320;negative; sorry to hear ur flight got cancelled that blows;53;9;0;3;['!', '!', '!'];1
321;negative;ohh my tooth is hurts ohh im sad it very hurts;47;11;0;0;[];0
322;positive;before i get too distracted id like to thank my new followers for taking the trouble to follow me and to my others feelin the love;134;26;0;4;[',', '`', '!', ':'];4
323;negative; u think u have bills haii just finished paying mine thats y im broke;72;14;0;3;['!', '`', '`'];3
324;neutral; not sure it didnt say it was big i jst saw the pics of u on ur last bday you looked so pretty i miss you;114;27;0;7;['`', '.', '.', '!', '!', '!', '!'];4
325;neutral;sore throat planning the tet outing to marwell thoughgood times;67;10;0;4;['.', '.', '.', '.'];5
326;positive;mcfly gig last nightt omg it was amazin didnt sit down through the whole thing mcfly did you see me and ma best mate we were in tutus;134;28;0;0;[];0
327;negative; days without sleep and now a migraine i thought life postr was meant to be relaxing;88;17;0;1;['.'];2
328;neutral; there;7;1;0;1;['!'];1
329;negative;sucks;10;1;0;5;['?', '!', '?', '.', '.'];0
330;neutral; whens the sway sway winner announced;38;6;0;1;['?'];0
331;neutral; k will check it out;23;5;0;3;['.', '.', '.'];1
332;positive; doing pretty well up and wide awake;37;7;0;1;[','];0
333;neutral;i want to wake up early and get a coffee tomorrow today its going to be a busyy day but have to keep writing booo whoo;129;27;0;9;[',', '(', ')', '!', '`', '!', '.', '.', '!'];0
334;negative;i miss daddy and mommy;22;5;0;0;[];4
335;negative;my dog is officially depressed that my brothers dogs are gone he doesnt want to go outside and when we did he play halfheartedly;134;24;0;6;['`', '.', '`', ',', '-', '.'];2
336;neutral;i just realized that i cant forward text msgs with my iphone;62;12;0;2;['`', '.'];3
337;positive;my frist post off to find a new car for my parents exciting;64;13;0;5;['.', '.', '.', ',', '!'];2
338;negative;argh noo missed the killers on wossy that sucks missed out on brandon total failure anyone know if its repeated must investigate;137;22;0;8;['!', '!', '!', '.', '!', '`', '?', '!'];11
339;negative;seriously bored without anyone to talk to but not tired enough for sleep;75;13;0;3;['.', '.', '.'];0
340;negative; i am lost please help me find a good home;44;10;0;2;['.', '.'];2
341;neutral;its a peter gordon morning and i go to pieces and i wanna hide go to pieces and i almost die ever yk;136;28;0;9;['`', '-', ',', '/', '/', '.', '.', '.', '?'];9
342;negative;ok so ive now got a bit of a bad back after lifting all drum hardware into my car downer;92;20;0;2;['`', '.'];2
343;neutral; lmao smh that one threw me off;37;7;0;5;['.', '.', '.', '!', '.'];5
344;positive; oh nice going;15;3;0;1;['!'];0
345;neutral;is getting ready for work working all weekend;48;8;0;3;['.', '.', '.'];2
346;positive;gonna celebrate mothers day with the family but gonna start the partying tonite;79;13;0;0;[];3
347;positive; i agree with you;18;4;0;1;['!'];0
348;negative; i only do computers am hopeless at everything else;52;9;0;1;['.'];2
349;positive; degrees gross skies and thunderstormsperfect match for my mood lol;75;11;0;5;[',', ',', '.', '.', '.'];0
350;positive;nd aww thanks;16;3;0;1;['!'];0
351;negative; sorry rb is on ps for me;26;7;0;0;[];5
352;neutral;i saw amazing heeels but they were too big;43;9;0;1;['.'];2
353;negative;i just stuck my finger down my throat and there are a bunch of bumps on my tongue throat;91;20;0;1;['.'];1
354;negative;dang last url went down aigm;48;7;0;1;['?'];0
355;negative; ohoh i missed all ur tweets im gonna have to stay awake all night to see the announcement now time difference;117;22;0;1;[','];0
356;negative; damnit all that sucks you were one of the ones i thought id drag back lol;78;16;0;3;['.', '.', '`'];5
357;neutral; my boss shes moving to nyc;29;6;0;2;['.', '`'];4
358;negative;this is sooo crazy i have fever;33;7;0;2;['.', '.'];0
359;negative;is spending her saturday morning taking notes for a research essay because some stupid recalled the book im using not fair;129;22;0;2;['`', '.'];3
360;neutral;i think i need some new friends;31;7;0;0;[];1
361;neutral; looking forward to your gig in ireland see ya there;57;10;0;4;['!', '!', '!', '!'];3
362;positive;please review sunehre ad placement ;61;6;0;0;[];5
363;positive;aww you loooove me;19;4;0;0;[];0
364;neutral;is hungry twitter i want food ;37;7;0;4;[',', '.', '.', '/'];0
365;positive;awesome lucky you;17;3;0;0;[];0
366;neutral; yea i should know but tell me everything ps send me direct messages telling haha;91;15;0;7;[',', '.', '.', '!', ':', '.', '.'];10
367;positive; haha im jewish i love that one;32;7;0;1;[','];0
368;neutral;had a great time out in the beer garden wit the boyos i think the sun got to me a bit though feel a bit ill ;114;28;0;5;['!', '!', ',', '!', '!'];1
369;negative; lm on days too matt no fun this weekend;45;10;0;3;['`', '.', '.'];1
370;neutral; u really dont think so maybe ur rightlol btw what phone u using think u told me bi might have an app for u;120;24;0;11;['`', '?', '.', '.', '.', '.', '.', '?', '.', '.', '.'];0
371;negative; i feel your pain mine is the same way;39;9;0;1;['.'];2
372;neutral;comes home in two days;22;5;0;0;[];0
373;negative; sadly no it didnt come with one;37;7;0;5;['.', '`', '.', '.', '.'];2
374;positive;cant wait to see my boy tomorrow;32;7;0;0;[];1
375;neutral; ehhh no just a check up i have a dentist app next week though getting my molar pulledroot canal;101;19;0;5;['.', '.', '.', '/', '.'];1
376;negative; aww i miss driving down elmwood;32;6;0;0;[];1
377;positive;omg wango tango was awsome i love my baby for taking me;61;13;0;1;['!'];10
378;positive;version of our live interactive transsiberian ticket planner is launched its very cool;119;16;0;4;[',', '-', ':', '-'];3
379;positive; i really wish i could go;32;7;0;1;['!'];2
380;neutral; yeah real hard but i know youll get by with it smile;58;12;0;5;[',', '`', '.', '.', '.'];1
381;negative; im in december thats not good at all next big birthday is after it flys by for sure;96;21;0;2;['`', '`'];1
382;positive; this has made my night way too funny;43;8;0;4;['!', '!', '!', '!'];2
383;positive;woo cavs happy mothers day;30;5;0;3;['.', '`', '!'];8
384;neutral; i make that same face when i get home and your mom is watching soaps;70;15;0;1;['.'];2
385;neutral;i have to go to work now;25;7;0;1;['.'];1
386;neutral; i cant believe you went and got boba without me;50;10;0;2;['`', '.'];1
387;neutral; and to you too how are you today;36;8;0;2;[',', '?'];1
388;positive; thanks for the warm welcome we didnt make plans because our arrival time was so up in the air;99;19;0;3;['!', '`', '.'];2
389;neutral; days and counting;20;4;0;0;[];0
390;negative; sorry friends im swamped with deadlines right now and we have family visiting to boot no charades for me;111;20;0;4;['-', '`', '!', '.'];2
391;neutral;brainfreeze;11;1;0;0;[];11
392;neutral;just discovered a shortcoming of gravity when you use twitpic integrated it doesnt subtract the pic url from the character limit;136;22;0;4;['.', '(', ')', '`'];7
393;negative;my sunburn is peeling;22;4;0;1;[','];1
394;neutral;perky purple nail polish isnt as perky when its chipped;56;10;0;1;['`'];0
395;neutral; before they put a camera in the smokers pit i can no longer vandalize that door without being caught;131;21;0;4;['-', '.', ',', '.'];6
396;negative;laying alone since mooks soo comfy in his fn play pen i thought it was ill at first now i dont have no one to cuddle with;130;27;0;9;['!', '!', '`', '`', '.', '`', '.', '.', '.'];10
397;negative;i hate the dentist;18;4;0;0;[];1
398;negative; nothing aimed at you just joining insorry;46;7;0;4;[',', '.', '.', '.'];0
399;negative;im taking a twitter break cell is dying;41;8;0;2;['`', '.'];2
400;neutral; qood morninq;13;2;0;0;[];0
401;neutral;writing my english original writing storyyyyy and listening to a little respect by erasure aaaaaah;103;15;0;4;['.', '`', '`', '.'];0
402;neutral;needs more followers;20;3;0;0;[];0
403;negative;i wish i could get my nails done stupid job;44;10;0;0;[];2
404;neutral;the little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form aww ;138;23;0;0;[];1
405;neutral; the no pants idea could be the new attempt worldwide to attract business back to the airlines;98;17;0;4;"[""'"", ""'"", '-', '.']";0
406;positive; have a good one;16;4;0;0;[];1
407;positive; yep infact she is popular miss india talented film actress and lot more;82;15;0;6;[',', ',', '.', '.', '.', '.'];0
408;negative;dosent want to go to work tomorrow;35;7;0;1;['`'];7
409;positive;daniel has won dsds his voice is great;40;8;0;2;['.', '.'];6
410;neutral;o i wish the birthday massacre would come to australia i think they said theyre thinking about it tho ;134;20;0;6;['[', '-', ']', '`', '.', '.'];1
411;neutral;was hoping to go to red lobster this weekend;44;9;0;0;[];2
412;positive;xatl u mean jack barakats wow so have u ever gone to his house hehe i mean ur ssoo lucky to have the address;115;24;0;5;['`', '?', '!', '?', '!'];4
413;positive;i sure do hope it becomes this afternoon ;49;10;0;4;[':', '.', '.', '.'];1
414;positive; it means that you are now famous congrats;44;8;0;2;['.', '!'];7
415;negative;my phone passed away yesterday he jumped off the table searching for a new phone;86;15;0;5;['.', '.', '.', '.', '.'];3
416;positive;i have such fantastic friends including several ones met through here thanks for being in my life you are such amazing people;130;23;0;4;[',', '!', '-', '!'];1
417;positive;tamlyn wishes she was as cool as my sock draw;45;10;0;0;[];0
418;neutral; so no rice or crusty bread with the chili aawww;53;11;0;4;['.', '.', '.', '.'];0
419;neutral; we are of like minds this evening my dear;46;10;0;2;[',', '!'];1
420;neutral;come and save me from my packing please;41;8;0;2;['?', '!'];0
421;positive;yes i love tea if that makes me typically english then so be it;65;14;0;2;[',', '.'];4
422;positive; a mouth for sure;17;4;0;0;[];0
423;neutral;decde i finally just have hour of history at pm but i went to my highschool at am to make some homework with a friend;135;28;0;6;['.', '.', '.', '.', '!', '.'];2
424;positive; pancakes with lemon and sugar thanks;40;6;0;3;['!', '!', '!'];0
425;negative; si no bueno i guess i just dont entertain him ;52;11;0;4;[',', '`', ':', '/'];3
426;negative;im so hunrgy right now and these heels kill me i can hardly walk in them;73;16;0;1;['`'];2
427;negative;both electronic keys stopped working there is no keyhole cant get in my car so much for technology;101;18;0;3;['.', '!', '.'];0
428;positive; yay three followers good to know more than one person in this big wide world likes fishies;94;17;0;3;[',', '!', '.'];2
429;negative;my name is tony not hey poor tony;51;9;0;16;"[""'"", '!', '!', '!', '!', '!', '!', '.', '.', '.', '!', '!', '!', '!', ""'"", '-']";1
430;positive;goodmorning;11;1;0;0;[];1
431;negative;took a shift tomorrow i dont really feel like working right now;69;12;0;3;['.', '`', '.'];2
432;positive; i love mine too happy mothers day to your mom john taylor much love to you too ;93;21;0;6;[',', '.', ',', '.', ',', '.'];3
433;neutral;saw a black snake in the garden went back for a picture and it was gone;73;16;0;1;['.'];2
434;positive; we bought ludi her own rug dogs are the best;72;12;0;2;['-', '.'];3
435;negative;no waterfront anymore faccia luna and clarendon will have to do;65;11;0;0;[];1
436;positive;loves her mum very much happy mothers day to all the wonderful mothers out there;81;15;0;1;['!'];3
437;negative;slipped up and caught the flu feeling like poop;49;9;0;1;['!'];1
438;positive;i have an urge to play wow but i have to wait weeks til im at my dads days til mcfly im so excited l;111;26;0;4;['!', ',', '(', ')'];13
439;negative;ok the passengers no one is alive theyre all dead you just dont know it til the end then you cry ;122;27;0;20;['.', '.', '.', '.', '.', '.', '.', '.', '.', '`', '.', '.', '.', '`', '.', '.', '.', '.', '.', '.'];1
440;neutral;discovered and are sharing on g reader with me and didnt even know it sigh im such a g reader newb;108;21;0;8;['`', '.', '.', '.', '.', '.', '`', '.'];5
441;neutral;is chilled out tonite so cannot spew venom or write funny seems like these are the only styles she has;106;21;0;2;[',', '.'];1
